Feature,Coefficient
togaf,0.09079072746919492
tenor,0.09079072746919492
divulgación,0.09059669149741646
constituye,0.09036614557455507
limitaciones,0.0900786496778733
utilización,0.08995144548498883
referenciadas,0.08957720199877095
agregar,0.08953040154523702
adecuadamente,0.08946415639866681
respuesta,0.08942831804665664
dar,0.0891710524099969
refiere,0.08884759756339808
pertinente,0.08848905810869405
clases,0.088326899990902
metodológico,0.08829017478698112
interrogante,0.08806471194206679
aún,0.08773279362421037
larga,0.08756736057579097
elemento,0.08741276328890964
cultivos,0.08712942339895477
dosificación,0.08712942339895477
suelo,0.08712942339895477
utilizando,0.08686851940980866
porcentajes,0.08684863530804678
disponibles,0.08648737334836436
agregando,0.08634597292523874
segundo,0.08627491133420366
prácticas,0.08597299112580437
explicar,0.08587382525937864
cabo,0.08561113865286414
descritos,0.0854800463014058
procesamiento,0.0853919874008527
motivación,0.0853118829806327
almacenamiento,0.08503416846269844
medios,0.08501609470582917
considerado,0.08472206504546098
autores,0.08449935497822407
luz,0.08447079047493586
expuestos,0.08430429249812568
ausencia,0.08397708611066022
center,0.08365765985130143
acentuación,0.08361473613572153
podrían,0.08342544148266079
todavía,0.08311391620149375
aborda,0.08293090200262201
empresarial,0.0829286887896819
aparecen,0.0824137830106609
comparativa,0.08228097354283134
factible,0.08212594779963157
realizada,0.08193213174307898
congresos,0.08191577505210071
vez,0.08177709139568101
mencionan,0.08170329634276968
caso,0.08160463963569976
dejaría,0.0812410007032186
estadística,0.08123613804882847
fundamentar,0.08113931232309829
está,0.08109280490224992
color,0.08101422955717417
añadiendo,0.08044284066224801
pegunta,0.08044284066224801
dudas,0.08032288811217919
documentado,0.08015601359748407
planificación,0.08013996177877891
orden,0.08013033903952173
mina,0.08012939289224105
solamente,0.07963020645388882
verificación,0.07951666771881553
weka,0.07926350790987503
atractiva,0.07921843206183009
efecto,0.07916058599677687
bueno,0.07881672144836997
lectores,0.07822580785131697
orientados,0.07769105941406446
futura,0.07768167770847342
complejidades,0.07757478856538381
incipientes,0.07757478856538381
presentado,0.07755070842951879
referencias,0.07751189609412407
experto,0.07725507080127644
impecable,0.07702454420436082
inclusión,0.07697740236570105
momento,0.07693854339954842
tesis,0.07660272984132768
utilizar,0.07659451076593055
áreas,0.07617855184038964
revisores,0.07604104241636775
válido,0.0759725865889248
eficiencia,0.07591672571807374
expresiones,0.0753466393785606
hispanoamericana,0.07504075137937395
profundizar,0.07487218503099562
quitar,0.07484913068046103
dice,0.0748362447007814
total,0.07475197240637181
abierta,0.07472800960505893
presentadas,0.07460098528135406
utilicen,0.07437209865411282
validez,0.07428689707377477
gustado,0.07412352646835031
tradicional,0.07404926170275387
mayores,0.07402847554313091
totalmente,0.0739807117684855
kernel,0.07349316940911071
clasificadores,0.07349316940911071
lineales,0.07349316940911071
separables,0.07349316940911071
mapeando,0.07349316940911071
linealmente,0.07349316940911071
peores,0.07349316940911071
excelente,0.07334761622311327
dificultad,0.07326677250729226
revisada,0.07302967220755682
futuro,0.07300688286044028
ayuda,0.07272653491529749
diseñado,0.07232673914233775
saber,0.07212002038843346
justificar,0.07203455809870554
directamente,0.07192141301688336
lee,0.07192096720815272
multiagente,0.07181716002979696
chilenos,0.07173177342141675
ad,0.07162870018834577
sugerencias,0.07144338498077728
pertenencia,0.07132610494914807
pequeñas,0.07105221230179938
afirmación,0.07098563573510851
incorrecta,0.07068465860399477
normas,0.07050297496537136
gráficos,0.07039876310314222
parágrafo,0.07024201608208039
negocio,0.07014454735444672
exista,0.06976156614122131
insistir,0.06975332086666504
tia,0.06975332086666504
añadido,0.06971612767333575
nuestro,0.0694423007052637
americanos,0.06936581317927067
variabilidad,0.06936272308729015
estadísticos,0.06927974354170474
general,0.06925775341759605
preguntas,0.069200659513917
servicios,0.06918699296929175
sustentar,0.06914044469792852
tipográficos,0.0690975114464864
modelado,0.0686225285525376
hoc,0.06856491161327553
primero,0.06851844372870362
resulta,0.06849249693417574
keywords,0.06833903116043276
latino,0.06825720891278751
ítem,0.06825218139149085
hicieron,0.06782197497360018
claras,0.06781560213698022
acciones,0.06776866658934431
apartado,0.06759390426213688
finalmente,0.06751995184269748
mismas,0.0675031662447639
eliminación,0.067248683040079
resolución,0.06722616330928778
aportar,0.06714399921199274
conveniente,0.06712298862710185
radica,0.0670925084107805
aplicada,0.06708382943707988
funcionamiento,0.06695390157879015
porcentaje,0.06684244292280558
ejecución,0.06653617047980996
recomiendo,0.06626273905134981
físico,0.06608945983703338
haría,0.0658027710236797
continuidad,0.06579519257427582
mediciones,0.06575417736276797
sino,0.06543792407154816
lector,0.06519685518628368
sacar,0.06496590520105312
experimento,0.06487341356073914
óptimas,0.06478217976628203
controlar,0.0647423938228844
macronutrientes,0.0647423938228844
satisfacer,0.0647423938228844
abordada,0.0647423938228844
acercamiento,0.0647423938228844
expectativa,0.0647423938228844
vienen,0.0647275257118691
proteína,0.06455031216625753
meckler,0.06455031216625753
plegado,0.06455031216625753
realizará,0.06455031216625753
enfocadas,0.06455031216625753
quedan,0.06454009833507336
precisión,0.06448453863699517
utiliza,0.06421828465611752
uml,0.06390302790981629
anteriormente,0.06385100261919967
cambiado,0.06377963760427534
pobre,0.06353864808650146
logros,0.06353629885668559
menores,0.06350720106419189
fundamento,0.0631049133551359
permitirá,0.06308222062154767
discuten,0.06301754649929683
ven,0.0628975495137635
proponen,0.06280342919801221
teóricas,0.06270817713706955
inserto,0.06263286058812065
necesariamente,0.06257537907293642
mayor,0.06253832552663176
una,0.06244901655301941
revista,0.06244223660412559
resuelvan,0.0621313093868179
journal,0.062053241846461445
interacción,0.06204533383548453
dependencias,0.06197973922921354
estático,0.06197973922921354
save,0.06197973922921354
quieren,0.061903864290658105
29,0.06162098379506252
amplia,0.06142966502634192
orienta,0.06134980364017739
llevar,0.06130546836897429
aclarar,0.06125845023829974
secuencia,0.06121825767123423
grandes,0.06111223576441836
entorno,0.06098316151666271
campo,0.0609468798348384
ag,0.06090802153265101
estudiados,0.06076239000830484
búsquedas,0.0607085655334771
instituciones,0.060642872159311606
asociadas,0.06061674778255633
aminoácidos,0.06050774356440641
grados,0.0603716697841325
siente,0.06033875349025462
contingente,0.06033875349025462
concatenación,0.06033875349025462
desventajas,0.0598743715149737
opiniones,0.059874086552388454
contradice,0.05969032645498265
detallados,0.05966838742858776
semi,0.05957102316846953
entornos,0.05943008177474569
asociada,0.059284626614741966
objetiva,0.05924999443395834
flujo,0.05924219087025822
estés,0.05912597349826963
metodológica,0.058820139076201865
incorporar,0.05864130928711693
cualitativa,0.0585761103512388
acuerdo,0.05846002456911273
necesario,0.05838871570615309
tres,0.05836890042342008
conceptuales,0.05804243038481162
hasta,0.057815349766396
revisado,0.057736459240442004
detallan,0.05773299465627363
fundamentalmente,0.05753576889447602
desorden,0.057462953552060096
interior,0.05737759216442497
aquellos,0.0573515050712062
nacional,0.05724193750456824
elaborada,0.05717139754094958
antes,0.057019071633452545
algún,0.05694627672564978
actores,0.056866824899651995
accuracy,0.056717805330281375
haciendo,0.05657810320138359
bastante,0.05649500819414308
desarrolló,0.056426017399839566
fuerte,0.056368911915329056
principalmente,0.05635732710869193
aplicaron,0.056225275979877656
monitorización,0.05610157299558367
chilena,0.05610157299558367
industriales,0.05610157299558367
inalámbricos,0.05610157299558367
sectores,0.05610157299558367
escritos,0.05610157299558367
bug,0.05610157299558367
pcfactory,0.05610157299558367
hoy,0.05603610028206769
difusos,0.05599194848468681
background,0.05585982735975784
index,0.05565681667896311
terms,0.05565681667896311
robótica,0.05558597076463819
reflejado,0.055109130956137384
países,0.05505262449340851
implementado,0.05504696414439112
salud,0.05500297357077137
coincido,0.054879259321971206
ponerlo,0.054879259321971206
trasladar,0.054879259321971206
hubiesen,0.054879259321971206
corpus,0.054879259321971206
aprendido,0.054879259321971206
pie,0.05478450021089747
asociados,0.054444826944955914
incorporarse,0.054362072778424766
particularmente,0.05429782852517902
cuantitativa,0.05421301162723619
desarrollo,0.0541487930887373
aceptación,0.053917115303998474
básicamente,0.05369104773888944
realidad,0.05364927251196624
imperativo,0.05337112472041403
solidez,0.05337112472041403
turbios,0.05337112472041403
difusión,0.05337112472041403
replicar,0.053322982426302346
alternativas,0.05328899028962823
relacionales,0.05295824330814026
oportunidad,0.05292604957030964
gubernamentales,0.052862858968540344
sensor,0.05272159358641913
modelo,0.05267423802863275
motores,0.052574631852535025
seleccionó,0.052398871890425934
aquello,0.0522764854699119
proporcionar,0.05222749790361395
aspecto,0.05212531239239037
llevado,0.05194530980580905
nos,0.05177591070282646
mí,0.05176681092630687
robustez,0.05173973673800077
usan,0.05167701058055078
medio,0.05164522525830865
distinguir,0.05157205524137549
cubrir,0.051533338123006714
ägil,0.051533338123006714
distinción,0.051533338123006714
maridaje,0.051533338123006714
acordes,0.05146914679933886
relativo,0.051408711470091004
poder,0.0511155654452075
ofrece,0.05107238237223727
resultantes,0.05095006271743691
estas,0.05086917296462587
poco,0.050853828922826166
pueden,0.05070233487530404
donde,0.05036209242883406
aprecia,0.05024916935567889
aplicados,0.050231134965806126
destaca,0.050144819022066627
android,0.04995122682335824
semántico,0.04991096335831786
sociedad,0.049899503811720244
recursos,0.04986680579016831
centrados,0.04980523831139472
exponencial,0.04980523831139472
esencialmente,0.04980523831139472
crecimiento,0.04980523831139472
realmente,0.04972665261396871
conocer,0.04970962313057223
comunicación,0.049606656309593884
trabajó,0.04959403465195024
incluyendo,0.04956624637456295
universidades,0.04947483557778541
workshop,0.04940987894452124
haya,0.049397557936726455
brazo,0.04926545140931401
envío,0.04919825071978179
colocará,0.049167811846632006
envergadura,0.049167811846632006
obtuvo,0.049081396361762196
única,0.04902188833572598
caja,0.04894195494378693
aumentada,0.04876671980583514
enfatiza,0.048766041373491734
ciencia,0.04875648510046303
bi,0.048696079674179805
conveniencia,0.048627047608759924
dicho,0.0486211343890134
permiten,0.04848102654414511
conocido,0.048337115342802356
constituyen,0.04832690021923288
aproximación,0.04823853437449948
brindar,0.04814740814285905
legibilidad,0.04806414496332019
clasificación,0.048029973170859615
evaluación,0.047979801161666766
aceptar,0.04788181293832063
fueran,0.0478649216221398
med,0.04781356100912045
pésima,0.04774704841435051
facilite,0.04758501772593697
cuando,0.04749911361059246
cuidar,0.047465252086935125
amenazas,0.04738616130327824
evalúa,0.04732095740607839
support,0.04731581907974055
ambos,0.046786341944158906
después,0.04672969774050258
metodológicamente,0.046698681064130595
aerodeslizador,0.046502327864159386
enumerar,0.046502327864159386
acoplará,0.046502327864159386
publicada,0.046502327864159386
propulsión,0.046502327864159386
mezcla,0.04643103704598317
adelante,0.046396453575683345
propiedades,0.04611811377218302
rol,0.04593211134470779
tenido,0.04573551500518056
tratados,0.04563017254980956
contrastar,0.04558472032135574
turística,0.04558472032135574
potencialidades,0.04558472032135574
quizás,0.04553741118558487
determinaron,0.04553423650774925
debilidad,0.045533966872552144
gramatical,0.045459162238993385
tarea,0.0453434741639873
priorización,0.04529530708273975
desarrollado,0.04527858832861645
tamaños,0.04504644131572147
soporte,0.0449962810390939
métricas,0.04488813570366462
pertenece,0.04484066466418847
exponer,0.04483406090139363
incorpora,0.044832064167937495
espacios,0.044808481669048356
utilizaron,0.04480706278434079
aumentar,0.04465085093516566
contribuye,0.04464727159745901
exhaustiva,0.04463880541548898
mostrados,0.04463238936945904
confunden,0.044594159577666166
2012,0.044557879952840294
ponderación,0.044557879952840294
sintonía,0.044557879952840294
latex,0.04453133209181979
recopilatorio,0.04450651328423902
incluyeran,0.04450651328423902
vol,0.04450468932341915
comentarios,0.04446655382320431
ip,0.04444936827834784
entidades,0.04428809901860601
garantizar,0.04428238950288698
sociales,0.04424621382994152
publicaciones,0.04423768798632564
oportunidades,0.04414201991186371
acoplamiento,0.044116771714812666
19,0.04403635253552704
ciertas,0.04400255583373146
usando,0.04395551234428809
minúsculas,0.0438590692824869
comprobar,0.0438590692824869
incompletos,0.0438590692824869
deje,0.0438590692824869
difuso,0.0438590692824869
escasas,0.0438590692824869
agrega,0.0438590692824869
siquiera,0.043796842516318636
grupo,0.04379659902460238
me,0.04375302026909005
relacional,0.043693403486577
someramente,0.04362145983767393
inteligentes,0.04359756839062242
determinada,0.043489156368027554
impactos,0.043489156368027554
gozan,0.043489156368027554
roles,0.043489156368027554
publico,0.043489156368027554
memorias,0.043489156368027554
enfatizar,0.043489156368027554
atroz,0.043489156368027554
recurrir,0.043489156368027554
afán,0.043489156368027554
habitualmente,0.043489156368027554
dominan,0.043489156368027554
git,0.043489156368027554
disponen,0.043489156368027554
prosaico,0.043489156368027554
minera,0.04346367963632993
bondades,0.04342272782533672
atención,0.04329794155331879
diseña,0.04311766334883988
pd,0.043046185687054234
quadrotor,0.043046185687054234
comparativo,0.04299627384144059
índice,0.04281677461645633
falto,0.0427504650160038
empleado,0.04267483754044935
coherencia,0.042536211914882896
arquitecturas,0.04252554818246815
aparición,0.042465645858437415
18,0.042455321874710114
tras,0.04233664205258922
realizados,0.042323326366528885
rendimiento,0.042297027643408376
determinar,0.04226018810516511
ocupar,0.04208730807155516
temprano,0.042071559968302995
estima,0.042071559968302995
adolece,0.042071559968302995
amadeus,0.04206747564361639
planteamiento,0.042059292737524547
fines,0.042041037593664655
son,0.04197771531783093
analizados,0.04194661334481017
cooperativos,0.04194577705658922
subproducto,0.04194577705658922
diagrama,0.041910415976480174
dispositivo,0.041900821055136
darle,0.041655965020176204
mérito,0.041600004887539795
numerosas,0.04155573574470683
promedio,0.0414427010680359
sección,0.04133486850852825
académicos,0.04129891960412321
2010,0.04129891960412321
comparativas,0.04126201246973137
ec,0.04123785053158424
niveles,0.041221514557342326
distintos,0.041207168430895766
principales,0.0411843952072741
logrado,0.041178314274550085
reportara,0.04117244593360552
requerimiento,0.0410513282654113
tecnología,0.04101743052522979
estadístico,0.040925129585584245
usuario,0.0409039476189937
valorable,0.04088798584624934
visualmente,0.040833414870407606
tratan,0.040778431716101196
iniciales,0.04074526401264305
ubicándolo,0.04073010416993889
deducirse,0.04073010416993889
oscuro,0.04073010416993889
clásica,0.04073010416993889
moviéndose,0.04073010416993889
fig,0.04072565803610269
luminosidad,0.04065978259704884
cloro,0.04065978259704884
titularse,0.04065978259704884
echa,0.040428039445670624
cursos,0.04037900820428017
grande,0.040354313327660395
requerimientos,0.04034393677815924
detallado,0.04031434232161173
letra,0.04013892206090049
adicionalmente,0.04003803141385326
discute,0.03994113253058238
orientadas,0.03994038188388095
analiza,0.039900594881950684
genéticos,0.039899242998202473
explotación,0.03977168335396087
día,0.0397374799594257
transmitir,0.0397374799594257
conseguir,0.0397374799594257
concebirlo,0.0397374799594257
generalización,0.039688313968425794
veces,0.039669658544033135
entrar,0.039579064804419126
acoplamientos,0.039579064804419126
digno,0.039579064804419126
postgressql,0.039579064804419126
postgrsql,0.039579064804419126
caen,0.039579064804419126
instalarse,0.039579064804419126
externo,0.039579064804419126
criticable,0.039579064804419126
afectando,0.039579064804419126
pse,0.039579064804419126
discutible,0.039579064804419126
administradores,0.039579064804419126
espaciado,0.039563816694752466
alta,0.039530709304517075
17,0.03950361414313695
implementados,0.03944192862755365
adecuados,0.03943474399135632
probada,0.039422105024866434
identifican,0.039422105024866434
analizaron,0.039422105024866434
instrumentos,0.039422105024866434
siguieron,0.039422105024866434
susceptible,0.039422105024866434
consultadas,0.039422105024866434
entrevistados,0.039422105024866434
informa,0.039422105024866434
hoja,0.03934560817474632
permite,0.0392710150719625
actividad,0.03926935368834636
llama,0.03919741127175894
nro,0.039169990933746415
atributos,0.039092393330694676
entregar,0.039074853377951246
aseguramiento,0.039069848090650026
específicamente,0.03905968905608472
estableciendo,0.039031366824608796
cuadro,0.03900182439132655
promedios,0.03896275498178008
fueron,0.038930925217282336
obtención,0.038872483411554984
comparó,0.03882717559346169
midió,0.03882717559346169
esquemas,0.03882717559346169
supera,0.03882717559346169
superado,0.03882717559346169
alcanzado,0.03882717559346169
bks,0.03882717559346169
inmunidad,0.03882717559346169
job,0.03882717559346169
shop,0.03882717559346169
clonal,0.03882717559346169
mencionada,0.03877582639815312
tendría,0.038713562926778626
énfasis,0.038712566502977455
tratadas,0.038703641617319706
enfocarse,0.03869384175810377
exactamente,0.03866702866525137
comentario,0.03864989607774519
mostrado,0.038644308604228836
siguiente,0.038624900436311546
participantes,0.038594287474675165
significado,0.038537378994173095
amena,0.0385362163124696
estratégico,0.0385362163124696
organizacional,0.0385362163124696
inversión,0.0385362163124696
modesta,0.0385362163124696
apoya,0.0385362163124696
pienso,0.03849981476816877
vistazo,0.03848832789189126
inmediato,0.03848832789189126
participan,0.03848832789189126
ameno,0.03848832789189126
cautivará,0.03848832789189126
asistentes,0.03848832789189126
entusiasmo,0.03848832789189126
enfocando,0.03848832789189126
autónoma,0.03840873107102123
clasificar,0.03839311257644108
pc,0.03838999244837995
weak,0.03838999244837995
accept,0.03838999244837995
relevantes,0.03838607179406581
extensivo,0.038374893855406426
recuperar,0.038345472602704565
factor,0.038340337300921484
gustaría,0.03833734834803523
locales,0.038281076460248295
derivada,0.038198618192943574
desean,0.038198618192943574
ejerciendo,0.038198618192943574
servido,0.038198618192943574
apalanque,0.038198618192943574
compromete,0.038198618192943574
indap,0.038198618192943574
productores,0.038198618192943574
agrícola,0.038198618192943574
institutos,0.038198618192943574
abierto,0.038178640551406025
convincente,0.03810389524314187
obstante,0.03791703178037549
compare,0.037823735817092786
movimientos,0.03779011586153905
trayectorias,0.03779011586153905
estructurados,0.03779011586153905
bancario,0.037748993342861296
sift,0.03774115725000849
proposed,0.037661869461032456
constructs,0.037661869461032456
reportan,0.037661869461032456
distribuciones,0.037661869461032456
primary,0.037661869461032456
moreover,0.037661869461032456
conjetura,0.037661869461032456
metrics,0.037661869461032456
great,0.037661869461032456
narrativa,0.037661869461032456
agregación,0.037661869461032456
studies,0.037661869461032456
there,0.037661869461032456
adicionales,0.037661869461032456
variability,0.037661869461032456
among,0.037661869461032456
trayectoria,0.037661869461032456
robustos,0.037599099437871264
presentada,0.03756499066618286
viñeta,0.03742461817109815
2013,0.03736318643574595
extraer,0.03731989136564506
dinámico,0.037303296878912276
acompañan,0.037303296878912276
previa,0.037303296878912276
conectores,0.037303296878912276
aclaratorios,0.037303296878912276
complementarias,0.037303296878912276
veremos,0.037303296878912276
reporte,0.037301742333330466
erp,0.03730157550225318
sencilla,0.03722658923307156
individuo,0.037178258957406965
incluido,0.03712761683662395
extrajo,0.037124932268213715
otra,0.03709093365818618
articulo,0.03707125830699995
22,0.03705361264681545
género,0.03698418108309007
lenguaje,0.03697859869035862
base,0.03692027608419869
defunciones,0.03690444057760297
mitad,0.036873023260077416
dentro,0.03683766324072062
surge,0.03681165214608486
discutidos,0.036787497441649615
piloto,0.036776873260644265
reservas,0.036776873260644265
turísticos,0.036776873260644265
verificado,0.036776873260644265
perfectos,0.036776873260644265
ponencia,0.03667460368129257
les,0.03662045462739949
caminos,0.036544982131343016
recomienda,0.03648305914752541
comprensión,0.03643801241696682
sabe,0.03614918993130683
gobierno,0.036136660716921856
resumida,0.03610402684426096
revistas,0.036071115383832515
nuevamente,0.035800919076504796
beneficio,0.035668268994161145
processes,0.03561764725709103
preocupación,0.035340357412010755
antiguas,0.0353269227235986
cocreación,0.0353269227235986
ejemplificarlas,0.0353269227235986
respuestas,0.035280461808204475
seria,0.03527274135777485
están,0.03520799694357127
función,0.035068723818742605
internet,0.03501074898164775
citación,0.03479405113705333
conexiones,0.03475980202468251
podría,0.034681214139205524
leído,0.03466036234979769
tamaño,0.034641721031184104
financiero,0.03457409462891131
memoria,0.034463728251163776
libre,0.03439987692821026
desea,0.03438325962444226
pruebas,0.03438014417962784
carencia,0.034345312712829944
automática,0.03413893339220234
modificaciones,0.03412218604960958
células,0.03404562040594296
representa,0.0340089627458952
papel,0.03393195684991771
adecuada,0.03391870902966185
distinguen,0.0338538788450289
dados,0.03381884849806484
banco,0.033744224836831385
interés,0.03371810701494824
encontrados,0.03368454502557681
pareció,0.033656257826304894
abordan,0.03361763541724032
tipográfico,0.03360349103236523
eficiente,0.033578307461973204
esquema,0.03350841327155444
validado,0.033506055702268105
él,0.03325763399925526
equipo,0.033202397281427806
potenciales,0.0331100796826706
algunos,0.03310404534806254
definidas,0.033052565292518654
formalidad,0.03302426230662003
libertad,0.03290463411747133
aéreos,0.03290463411747133
manipulador,0.03290463411747133
pinza,0.03290463411747133
justificarse,0.03290463411747133
efector,0.03290463411747133
modifica,0.03290463411747133
uav,0.03290463411747133
merito,0.03290463411747133
acoplado,0.03290463411747133
corte,0.03290463411747133
veta,0.03290463411747133
controlador,0.03290463411747133
incorporado,0.03290463411747133
gran,0.03282455682399285
1997,0.03273698699521954
multiplicador,0.03272805118564671
recrea,0.03272805118564671
misión,0.03272805118564671
refiero,0.03272805118564671
meritoria,0.03272805118564671
ésta,0.03272261774777619
casos,0.032721740269232635
idea,0.03265378803105145
iv,0.03264552056501683
interoperabilidad,0.032599363654975115
reales,0.032467038997967254
mucho,0.032459988651946804
visual,0.03245903825815568
recomendaciones,0.03243864944517172
bd,0.03240141711936423
levantamiento,0.0323815451552473
tengan,0.03229145939190764
irrelevantes,0.03215308252510263
novedoso,0.03214726876162711
ruido,0.032093042065339854
satisfactorios,0.031983255870195085
sustentada,0.031983255870195085
indexación,0.03189750149149933
confusión,0.03185771719976156
escritorio,0.031857483010533046
censuró,0.031857483010533046
definitiva,0.031857483010533046
conceptualmente,0.031857483010533046
varrel,0.031857483010533046
cuchilla,0.031857483010533046
