Feature,Coefficient
menciona,0.11651232846396346
deben,0.1164326714532391
otras,0.11557623114020399
insuficientes,0.11531297554990096
objetivo,0.11479184119370034
discutirlo,0.11442516125256796
links,0.11442516125256796
rigor,0.11421126247529849
dificultades,0.11331227850340769
cambio,0.11309163309835693
ancho,0.1129891803784922
banda,0.1129891803784922
buenos,0.11213006088289434
comportamiento,0.11189373875313859
móviles,0.11179114200493881
entre,0.11121269623288674
futuras,0.11112612144479155
viable,0.11103674859208974
pedido,0.11080901061244952
presentados,0.10983560764015733
recuperación,0.10917151225596919
probar,0.10871857836529511
modelar,0.10843812981225105
redactar,0.1083952146578615
decir,0.10829977527973404
usar,0.10822124171609138
consistente,0.10765249884138126
tercera,0.10745132154050467
hecho,0.10711743612767367
utilizadas,0.1070837947596171
diseño,0.10647772718424847
búsqueda,0.10596285147328123
ciertos,0.10566468986286369
abordar,0.10551098137772551
puede,0.1054978437453821
cuestionable,0.10545496896141351
esto,0.1052580347344384
comerciales,0.10516432298523981
buenas,0.10490955000614242
desde,0.1046824207469581
tal,0.10353604460788973
las,0.10350800691646081
funcionando,0.10328878695859095
selección,0.10304752638332154
detalle,0.10266021503287974
habría,0.10264504303454891
mirada,0.10213885056443876
svm,0.10213582772553974
haberse,0.10203708340192023
previo,0.10201757992347861
explícitamente,0.10194924471031173
sitios,0.10185696086856305
escenario,0.10152761653011973
embargo,0.10059998730704003
plantea,0.10027084256311264
valor,0.10026665506942244
síntesis,0.09949908137711115
publicación,0.0992637919950012
lógico,0.09870941332376416
troncales,0.09864663536582899
juntas,0.09864663536582899
consume,0.09864663536582899
nativa,0.09864663536582899
buen,0.09837350718467341
actual,0.0983333608765339
logro,0.09803783436664883
hipótesis,0.09794099962425558
observa,0.09746126360746427
orientada,0.09700362127592123
apropiado,0.09694347779358721
implementa,0.09681102186445127
induce,0.09680544506416641
ámbito,0.09678442427094078
conclusiones,0.09677093179633398
con,0.09672139168003008
dimensión,0.09671516522285287
agentes,0.09634233019331527
siglas,0.09625805450899949
pequeños,0.09616841712300118
dinámica,0.09577969461212729
explicación,0.09571962502799618
final,0.09553438374345133
relacionados,0.09539017201956505
razonamiento,0.09533179277693697
posibilidad,0.09506765070429452
identificación,0.09479457174868079
inducir,0.09420986803260702
call,0.09419444020610727
solicitud,0.09419444020610727
importante,0.09407682457793258
incluso,0.0940097723096764
los,0.09390732145631615
anexo,0.09357953280746817
dimensiones,0.09343252285625735
traducción,0.09326441218208029
asimismo,0.09305281270760975
aunque,0.09288366645207431
penúltimo,0.09238044930916554
implementó,0.09209178457595874
diagnóstico,0.09207117942162518
medida,0.09204369352321588
facilidad,0.09198964199066778
refleja,0.0919784314404926
sistemática,0.09189997062179815
interesantes,0.09170591701489766
así,0.09139925170301547
cuantitativo,0.09103299427080046
especial,0.09082202410253132
moderados,0.09079072738672667
togaf,0.09079072738672667
tenor,0.09079072738672667
divulgación,0.09059669170999085
constituye,0.09036614626477305
limitaciones,0.0900786502515155
utilización,0.08995144681099466
referenciadas,0.08957720127613557
agregar,0.08953039850410195
adecuadamente,0.08946415901849157
respuesta,0.08942831779570833
dar,0.0891710525792665
refiere,0.08884759648273013
pertinente,0.08848905856644107
clases,0.08832689961653024
metodológico,0.08829017748790417
interrogante,0.08806471210510623
aún,0.08773279563387204
larga,0.08756735943005801
elemento,0.08741276324997098
cultivos,0.08712942356143791
dosificación,0.08712942356143791
suelo,0.08712942356143791
utilizando,0.08686851925426962
porcentajes,0.08684863479890513
disponibles,0.08648737341343611
agregando,0.08634597251162154
segundo,0.0862749089022234
prácticas,0.08597299182823076
explicar,0.08587382359505041
cabo,0.08561113811352342
descritos,0.0854800461621465
procesamiento,0.08539198811263733
motivación,0.08531188427396878
almacenamiento,0.08503416886769713
medios,0.08501609520685662
considerado,0.0847220646366228
autores,0.08449935919577303
luz,0.08447078946808656
expuestos,0.08430429258358703
ausencia,0.08397708569193832
center,0.0836576600308916
acentuación,0.08361473641294793
podrían,0.0834254398009655
todavía,0.08311391699330323
aborda,0.08293090419973922
empresarial,0.08292868970072902
aparecen,0.08241378148712891
comparativa,0.0822809727305793
factible,0.08212594787130402
realizada,0.08193213289434227
congresos,0.08191577521276791
vez,0.08177708885031451
mencionan,0.0817032986015955
caso,0.08160464288538907
dejaría,0.08124099976268598
estadística,0.08123613850713587
fundamentar,0.08113931241387888
está,0.08109280202218633
color,0.08101422735054821
añadiendo,0.08044284069017206
pegunta,0.08044284069017206
dudas,0.08032288730124328
documentado,0.08015601344859087
planificación,0.080139961153767
orden,0.08013033794731253
mina,0.08012939295136157
solamente,0.07963020638083301
verificación,0.07951666753037145
weka,0.07926350760929583
atractiva,0.07921843222322486
efecto,0.07916058548368457
bueno,0.07881671870085555
lectores,0.07822580783712553
orientados,0.07769105914355345
futura,0.07768167772629885
complejidades,0.07757478866019872
incipientes,0.07757478866019872
presentado,0.0775507086625724
referencias,0.07751189190268976
experto,0.07725507035046304
impecable,0.0770245443338104
inclusión,0.07697740292432412
momento,0.07693854330230535
tesis,0.07660272789661861
utilizar,0.07659451120653435
áreas,0.07617855222683338
revisores,0.07604104294221656
válido,0.07597258647040986
eficiencia,0.07591672625115625
expresiones,0.07534663942600428
hispanoamericana,0.07504075148326189
profundizar,0.07487218706124704
quitar,0.07484913024332189
dice,0.07483624090443398
total,0.07475197136921372
abierta,0.07472800924908517
presentadas,0.07460098509204999
utilicen,0.07437209780876569
validez,0.0742868992585234
gustado,0.07412352535556498
tradicional,0.07404926182701915
mayores,0.0740284768118471
totalmente,0.07398071201765363
kernel,0.07349316945983277
clasificadores,0.07349316945983277
lineales,0.07349316945983277
separables,0.07349316945983277
mapeando,0.07349316945983277
linealmente,0.07349316945983277
peores,0.07349316945983277
excelente,0.07334761629447943
dificultad,0.07326677325621074
revisada,0.07302967211602808
futuro,0.07300688263844772
ayuda,0.07272653396311735
diseñado,0.07232673916843325
saber,0.07212002056781734
justificar,0.07203455970125852
directamente,0.07192141313991678
lee,0.07192096715477161
multiagente,0.07181715925528379
chilenos,0.07173177317962233
ad,0.07162870073378619
sugerencias,0.07144338429204745
pertenencia,0.07132610486264872
pequeñas,0.07105221204408882
afirmación,0.07098563591009795
incorrecta,0.07068465854340433
normas,0.07050297508622043
gráficos,0.07039876230454002
parágrafo,0.07024201532083214
negocio,0.07014455001791657
exista,0.06976156596885849
insistir,0.06975332099872288
tia,0.06975332099872288
añadido,0.06971612767119113
nuestro,0.06944230100778075
americanos,0.06936581322019139
variabilidad,0.06936272302176678
estadísticos,0.06927974375174625
general,0.0692577532168353
preguntas,0.06920066134859891
servicios,0.0691869932342398
sustentar,0.06914044695201012
tipográficos,0.06909751099396895
modelado,0.06862252925983532
hoc,0.06856491254802959
primero,0.06851844414991831
resulta,0.06849249720355617
keywords,0.06833903055330548
latino,0.06825720889724916
ítem,0.06825218208286213
hicieron,0.06782197519446834
claras,0.0678156028538223
acciones,0.06776866696064106
apartado,0.06759390511887371
finalmente,0.06751995408018854
mismas,0.0675031672513047
eliminación,0.06724868392711292
resolución,0.06722616359398739
aportar,0.06714400028582065
conveniente,0.0671229895570726
radica,0.06709250819711725
aplicada,0.06708383056967496
funcionamiento,0.06695390213850617
porcentaje,0.06684244262314089
ejecución,0.06653617085866018
recomiendo,0.06626273641173228
físico,0.06608946021691323
haría,0.06580277097152741
continuidad,0.06579519246376338
mediciones,0.06575417731576358
sino,0.06543792372687839
lector,0.06519685501120223
sacar,0.06496590481681964
experimento,0.06487341272629821
óptimas,0.06478217946363524
controlar,0.06474239395999619
macronutrientes,0.06474239395999619
satisfacer,0.06474239395999619
abordada,0.06474239395999619
acercamiento,0.06474239395999619
expectativa,0.06474239395999619
vienen,0.06472752578032503
proteína,0.06455031207016694
meckler,0.06455031207016694
plegado,0.06455031207016694
realizará,0.06455031207016694
enfocadas,0.06455031207016694
quedan,0.06454009841971496
precisión,0.0644845369947967
utiliza,0.06421828379057899
uml,0.06390302745080655
anteriormente,0.0638510018851594
cambiado,0.06377963735833213
pobre,0.06353864874033346
logros,0.06353629883447948
menores,0.06350720090829198
fundamento,0.06310491305450625
permitirá,0.06308222145815455
discuten,0.06301754745126915
ven,0.06289754991881437
proponen,0.06280343080745421
teóricas,0.06270817796443143
inserto,0.06263286061963054
necesariamente,0.06257537960745442
mayor,0.06253832673372625
una,0.062449019418270794
revista,0.06244223624351379
resuelvan,0.062131309598446975
journal,0.062053240258441535
interacción,0.06204533385427636
dependencias,0.06197973925180632
estático,0.06197973925180632
save,0.06197973925180632
quieren,0.06190386478990873
29,0.06162098316759716
amplia,0.06142966655155417
orienta,0.0613498048304151
llevar,0.0613054686671347
aclarar,0.061258449745434526
secuencia,0.06121825748882561
grandes,0.06111223458084649
entorno,0.060983162515646144
campo,0.06094687954881323
ag,0.0609080215258397
estudiados,0.06076239025448447
búsquedas,0.060708564451008154
instituciones,0.060642872566535624
asociadas,0.06061674730228766
aminoácidos,0.06050774347196069
grados,0.06037166950459912
siente,0.060338753484154926
contingente,0.060338753484154926
concatenación,0.060338753484154926
desventajas,0.0598743711440694
opiniones,0.05987408794116296
contradice,0.05969032652076224
detallados,0.059668386837535455
semi,0.05957102337998888
entornos,0.059430080770269955
asociada,0.05928462700739529
objetiva,0.059249994742316424
flujo,0.05924219044912815
estés,0.05912597320169393
metodológica,0.05882013982982135
incorporar,0.058641308212990684
cualitativa,0.05857611048260576
acuerdo,0.05846002285681776
necesario,0.058388716755906026
tres,0.05836889809972518
conceptuales,0.05804243118134642
hasta,0.05781535122580428
revisado,0.05773645944526361
detallan,0.05773299481912442
fundamentalmente,0.05753577057444326
desorden,0.05746295283699185
interior,0.05737759172298893
aquellos,0.057351506387951307
nacional,0.057241937893991214
elaborada,0.057171397822902335
antes,0.057019068028375884
algún,0.05694627531663617
actores,0.056866825077109474
accuracy,0.05671780539069765
haciendo,0.05657810274791582
bastante,0.056495007016062894
desarrolló,0.05642601780160911
fuerte,0.056368912266784914
principalmente,0.05635732693998359
aplicaron,0.05622527558362304
monitorización,0.056101572867306465
chilena,0.056101572867306465
industriales,0.056101572867306465
inalámbricos,0.056101572867306465
sectores,0.056101572867306465
escritos,0.056101572867306465
bug,0.056101572867306465
pcfactory,0.056101572867306465
hoy,0.05603610087270996
difusos,0.05599194885586018
background,0.055859826567237335
index,0.05565681636669348
terms,0.05565681636669348
robótica,0.0555859710502459
reflejado,0.05510913194426643
países,0.05505262512357888
implementado,0.05504696416893042
salud,0.055002973381531775
coincido,0.05487925948340016
ponerlo,0.05487925948340016
trasladar,0.05487925948340016
hubiesen,0.05487925948340016
corpus,0.05487925948340016
aprendido,0.05487925948340016
pie,0.05478450024500976
asociados,0.05444483169145352
incorporarse,0.054362072920410225
particularmente,0.05429782913421662
cuantitativa,0.05421301201987084
desarrollo,0.05414879964310962
aceptación,0.05391711465360757
básicamente,0.05369104768246985
realidad,0.05364927296732716
imperativo,0.05337112470644623
solidez,0.05337112470644623
turbios,0.05337112470644623
difusión,0.05337112470644623
replicar,0.053322982595022626
alternativas,0.05328899135599821
relacionales,0.052958243218274914
oportunidad,0.052926050469537224
gubernamentales,0.052862859794055826
sensor,0.052721593399129095
modelo,0.052674239107287725
motores,0.052574631642647106
seleccionó,0.05239887068702269
aquello,0.05227648536566953
proporcionar,0.052227499000359646
aspecto,0.05212531428275361
llevado,0.05194531082094931
nos,0.05177591019324137
mí,0.05176681122646655
robustez,0.0517397367106548
usan,0.051677010001128613
medio,0.05164522634845286
distinguir,0.051572055327434294
cubrir,0.05153333819156883
ägil,0.05153333819156883
distinción,0.05153333819156883
maridaje,0.05153333819156883
acordes,0.05146914673571433
relativo,0.051408711261761136
poder,0.05111556557956842
ofrece,0.05107238251088827
resultantes,0.05095006296752864
estas,0.05086917387709982
poco,0.05085382701304298
pueden,0.05070233399320898
donde,0.05036208957321379
aprecia,0.05024916903583207
aplicados,0.05023113482764785
destaca,0.0501448201388674
android,0.049951226403635605
semántico,0.04991096316560551
sociedad,0.049899503938422726
recursos,0.04986680564822838
centrados,0.049805238325463755
exponencial,0.049805238325463755
esencialmente,0.049805238325463755
crecimiento,0.049805238325463755
realmente,0.04972665145411264
conocer,0.0497096234849369
comunicación,0.049606656060703594
trabajó,0.049594034566510285
incluyendo,0.04956624771429947
universidades,0.049474835251861256
workshop,0.04940987933224436
haya,0.04939755792297527
brazo,0.049265450644278584
envío,0.049198251036806494
colocará,0.049167811650680716
envergadura,0.049167811650680716
obtuvo,0.04908139619466307
única,0.04902188819939381
caja,0.048941954679097115
aumentada,0.04876672013795598
enfatiza,0.048766041517650606
ciencia,0.04875648540219377
bi,0.04869607956148737
conveniencia,0.04862704788729365
dicho,0.04862113513774126
permiten,0.04848102681683571
conocido,0.0483371151281946
constituyen,0.04832690038198288
aproximación,0.048238532913243176
brindar,0.04814740780093533
legibilidad,0.04806414469017189
clasificación,0.0480299741913903
evaluación,0.04797980131878488
aceptar,0.04788181425541529
fueran,0.04786492177043254
med,0.04781356082067456
pésima,0.04774704803594892
facilite,0.04758501881496086
cuando,0.04749910976275967
cuidar,0.04746525223106193
amenazas,0.04738616101314831
evalúa,0.04732095745596849
support,0.047315819053491144
ambos,0.046786341542493504
después,0.046729694881742015
metodológicamente,0.04669868141762955
aerodeslizador,0.046502327927442126
enumerar,0.046502327927442126
acoplará,0.046502327927442126
publicada,0.046502327927442126
propulsión,0.046502327927442126
mezcla,0.046431037082651776
adelante,0.04639645381664493
propiedades,0.04611811370085578
rol,0.045932111320404166
tenido,0.045735515038762435
tratados,0.04563017285942779
contrastar,0.04558472048715915
turística,0.04558472048715915
potencialidades,0.04558472048715915
quizás,0.045537410151616435
determinaron,0.04553423623401977
debilidad,0.04553396717715905
gramatical,0.045459162574693214
tarea,0.04534347442699226
priorización,0.045295307395311936
desarrollado,0.04527858985521604
tamaños,0.04504644107621686
soporte,0.04499628174335171
métricas,0.044888133774853366
pertenece,0.04484066439766407
exponer,0.044834061052823386
incorpora,0.04483206433284913
espacios,0.04480848013528859
utilizaron,0.04480706330256276
aumentar,0.04465085060031378
contribuye,0.04464727163130583
exhaustiva,0.04463880512833051
mostrados,0.044632389260410764
confunden,0.04459415923579502
2012,0.0445578797760867
ponderación,0.0445578797760867
sintonía,0.0445578797760867
latex,0.044531331185252536
recopilatorio,0.0445065132859102
incluyeran,0.0445065132859102
vol,0.04450468823935785
comentarios,0.04446655377784841
ip,0.04444936798215964
entidades,0.04428809997730967
garantizar,0.044282389114643786
sociales,0.044246213844213095
publicaciones,0.04423768788861612
oportunidades,0.044142020163163334
acoplamiento,0.044116771680280435
19,0.044036352153961185
ciertas,0.044002555990549246
usando,0.04395551227746079
minúsculas,0.043859069418322044
comprobar,0.043859069418322044
incompletos,0.043859069418322044
deje,0.043859069418322044
difuso,0.043859069418322044
escasas,0.043859069418322044
agrega,0.043859069418322044
siquiera,0.04379684233149105
grupo,0.04379659862309643
me,0.043753017382830356
relacional,0.043693404103187186
someramente,0.043621459777006835
inteligentes,0.04359756813651496
determinada,0.04348915648712989
impactos,0.04348915648712989
gozan,0.04348915648712989
roles,0.04348915648712989
publico,0.04348915648712989
memorias,0.04348915648712989
enfatizar,0.04348915648712989
atroz,0.04348915648712989
recurrir,0.04348915648712989
afán,0.04348915648712989
habitualmente,0.04348915648712989
dominan,0.04348915648712989
git,0.04348915648712989
disponen,0.04348915648712989
prosaico,0.04348915648712989
minera,0.043463679828222995
bondades,0.043422726862310405
atención,0.043297940725535576
diseña,0.04311766376796755
pd,0.043046185172591685
quadrotor,0.043046185172591685
comparativo,0.042996273911822064
índice,0.04281677464461974
falto,0.04275046509537994
empleado,0.04267483708376213
coherencia,0.0425362114468397
arquitecturas,0.04252554795525755
aparición,0.04246564514001269
18,0.042455321209435744
tras,0.04233664226508664
realizados,0.04232332625290488
rendimiento,0.042297027616571274
determinar,0.04226018969343534
ocupar,0.04208730804671444
temprano,0.042071559813801444
estima,0.042071559813801444
adolece,0.042071559813801444
amadeus,0.04206747593931753
planteamiento,0.04205929301153601
fines,0.042041038037876496
son,0.041977716691617574
analizados,0.0419466131418795
cooperativos,0.04194577710471923
subproducto,0.04194577710471923
diagrama,0.041910415441256815
dispositivo,0.04190082094708591
darle,0.04165596517558996
mérito,0.04160000459556721
numerosas,0.041555735921474955
promedio,0.041442700895232276
sección,0.04133486423468744
académicos,0.04129891998954734
2010,0.04129891998954734
comparativas,0.04126201268503671
ec,0.041237850325133954
niveles,0.041221515423008934
distintos,0.04120716748498813
principales,0.04118439768904257
logrado,0.04117831437354494
reportara,0.04117244602378297
requerimiento,0.041051328313504346
tecnología,0.04101743012454014
estadístico,0.04092512936931123
usuario,0.04090394738601521
valorable,0.04088798570582354
visualmente,0.04083341595958951
tratan,0.04077843129436576
iniciales,0.04074526371262387
ubicándolo,0.04073010429922497
deducirse,0.04073010429922497
oscuro,0.04073010429922497
clásica,0.04073010429922497
moviéndose,0.04073010429922497
fig,0.040725657750110916
luminosidad,0.040659782361529506
cloro,0.040659782361529506
titularse,0.040659782361529506
echa,0.04042803893493484
cursos,0.040379008504758666
grande,0.04035431312521779
requerimientos,0.04034393655149781
detallado,0.04031434194825184
letra,0.040138922138107075
adicionalmente,0.040038031589451836
discute,0.03994113242940415
orientadas,0.039940381779178795
analiza,0.03990059550166682
genéticos,0.03989924277191248
explotación,0.039771683462178554
día,0.03973747991312568
transmitir,0.03973747991312568
conseguir,0.03973747991312568
concebirlo,0.03973747991312568
generalización,0.03968831459122545
veces,0.03966965828256384
entrar,0.039579064722873
acoplamientos,0.039579064722873
digno,0.039579064722873
postgressql,0.039579064722873
postgrsql,0.039579064722873
caen,0.039579064722873
instalarse,0.039579064722873
externo,0.039579064722873
criticable,0.039579064722873
afectando,0.039579064722873
pse,0.039579064722873
discutible,0.039579064722873
administradores,0.039579064722873
espaciado,0.03956381621476692
alta,0.039530709236220755
17,0.039503613539615706
implementados,0.039441928567742555
adecuados,0.03943474475395815
probada,0.0394221051081607
identifican,0.0394221051081607
analizaron,0.0394221051081607
instrumentos,0.0394221051081607
siguieron,0.0394221051081607
susceptible,0.0394221051081607
consultadas,0.0394221051081607
entrevistados,0.0394221051081607
informa,0.0394221051081607
hoja,0.03934560829594841
permite,0.039271016165687185
actividad,0.0392693534805291
llama,0.039197411357871324
nro,0.03916999101808169
atributos,0.039092393932082845
entregar,0.039074853279822956
aseguramiento,0.03906984857723811
específicamente,0.039059689994215385
estableciendo,0.03903136618120899
cuadro,0.039001824884314466
promedios,0.03896275512138148
fueron,0.03893092539016027
obtención,0.03887248337354705
comparó,0.03882717560452988
midió,0.03882717560452988
esquemas,0.03882717560452988
supera,0.03882717560452988
superado,0.03882717560452988
alcanzado,0.03882717560452988
bks,0.03882717560452988
inmunidad,0.03882717560452988
job,0.03882717560452988
shop,0.03882717560452988
clonal,0.03882717560452988
mencionada,0.038775826389228475
tendría,0.038713563728340124
énfasis,0.03871256832033245
tratadas,0.03870364091466536
enfocarse,0.038693842081290515
exactamente,0.03866702864221792
comentario,0.038649895837897755
mostrado,0.038644308095978075
siguiente,0.03862490077900694
participantes,0.03859428729830506
significado,0.03853737615756819
amena,0.038536216409810545
estratégico,0.038536216409810545
organizacional,0.038536216409810545
inversión,0.038536216409810545
modesta,0.038536216409810545
apoya,0.038536216409810545
pienso,0.03849981513152919
vistazo,0.03848832792399985
inmediato,0.03848832792399985
participan,0.03848832792399985
ameno,0.03848832792399985
cautivará,0.03848832792399985
asistentes,0.03848832792399985
entusiasmo,0.03848832792399985
enfocando,0.03848832792399985
autónoma,0.03840873089532472
clasificar,0.03839311360866714
pc,0.038389992248434146
weak,0.038389992248434146
accept,0.038389992248434146
relevantes,0.03838607394056983
extensivo,0.038374893764108055
recuperar,0.03834547161744313
factor,0.03834033771622771
gustaría,0.03833734833073632
locales,0.03828107676159411
derivada,0.03819861821936898
desean,0.03819861821936898
ejerciendo,0.03819861821936898
servido,0.03819861821936898
apalanque,0.03819861821936898
compromete,0.03819861821936898
indap,0.03819861821936898
productores,0.03819861821936898
agrícola,0.03819861821936898
institutos,0.03819861821936898
abierto,0.038178641609626064
convincente,0.03810389541426506
obstante,0.03791703278750086
compare,0.03782373549843514
movimientos,0.03779011601961616
trayectorias,0.03779011601961616
estructurados,0.03779011601961616
bancario,0.03774899337708823
sift,0.03774115678939273
proposed,0.03766186956435423
constructs,0.03766186956435423
reportan,0.03766186956435423
distribuciones,0.03766186956435423
primary,0.03766186956435423
moreover,0.03766186956435423
conjetura,0.03766186956435423
metrics,0.03766186956435423
great,0.03766186956435423
narrativa,0.03766186956435423
agregación,0.03766186956435423
studies,0.03766186956435423
there,0.03766186956435423
adicionales,0.03766186956435423
variability,0.03766186956435423
among,0.03766186956435423
trayectoria,0.03766186956435423
robustos,0.037599099457969534
presentada,0.03756499063620871
viñeta,0.037424617713877666
2013,0.03736318619546987
extraer,0.03731989229768435
dinámico,0.03730329691932045
acompañan,0.03730329691932045
previa,0.03730329691932045
conectores,0.03730329691932045
aclaratorios,0.03730329691932045
complementarias,0.03730329691932045
veremos,0.03730329691932045
reporte,0.03730174335069384
erp,0.03730157558951486
sencilla,0.037226589978705905
individuo,0.0371782585465758
incluido,0.03712761694951138
extrajo,0.03712493177175081
otra,0.03709093458548821
articulo,0.03707125931656717
22,0.03705361184597363
género,0.03698418089246676
lenguaje,0.036978598567784716
base,0.036920277253973344
defunciones,0.03690444054486309
mitad,0.036873023133161126
dentro,0.03683766333404238
surge,0.03681165249819867
discutidos,0.03678749720444931
piloto,0.03677687327260307
reservas,0.03677687327260307
turísticos,0.03677687327260307
verificado,0.03677687327260307
perfectos,0.03677687327260307
ponencia,0.0366746030969283
les,0.036620453281002614
caminos,0.036544982191016005
recomienda,0.03648305935363341
comprensión,0.03643801189931688
sabe,0.036149190213509395
gobierno,0.03613666244154892
resumida,0.03610402747959808
revistas,0.036071115949341835
nuevamente,0.035800917822112234
beneficio,0.03566826894966094
processes,0.03561764736631845
preocupación,0.03534035700549927
antiguas,0.03532692270761167
cocreación,0.03532692270761167
ejemplificarlas,0.03532692270761167
respuestas,0.035280461599327524
seria,0.03527274124944255
están,0.035207995410724946
función,0.03506872363069639
internet,0.03501074934003655
citación,0.03479405068120904
conexiones,0.034759802112580195
podría,0.034681213428296165
leído,0.03466036158995802
tamaño,0.03464172063452339
financiero,0.03457409549568598
memoria,0.03446372841040421
libre,0.03439987685145658
desea,0.03438325942946276
pruebas,0.034380145363167476
carencia,0.034345312707112975
automática,0.03413893373879753
modificaciones,0.034122186400112615
células,0.03404562052767437
representa,0.03400896151375948
papel,0.03393195717707437
adecuada,0.03391870989103992
distinguen,0.0338538798592778
dados,0.03381884834490797
banco,0.0337442251427793
interés,0.03371810857768767
encontrados,0.033684545432599224
pareció,0.033656257218065096
abordan,0.033617636884234504
tipográfico,0.03360349047604899
eficiente,0.033578307766319766
esquema,0.03350841186053351
validado,0.03350605650878769
él,0.033257636696086085
equipo,0.03320239780731007
potenciales,0.033110079669787865
algunos,0.03310404438089222
definidas,0.03305256472385521
formalidad,0.03302426224458364
libertad,0.03290463406027251
aéreos,0.03290463406027251
manipulador,0.03290463406027251
pinza,0.03290463406027251
justificarse,0.03290463406027251
efector,0.03290463406027251
modifica,0.03290463406027251
uav,0.03290463406027251
merito,0.03290463406027251
acoplado,0.03290463406027251
corte,0.03290463406027251
veta,0.03290463406027251
controlador,0.03290463406027251
incorporado,0.03290463406027251
gran,0.03282455694752608
1997,0.03273698704357678
multiplicador,0.03272805094722799
recrea,0.03272805094722799
misión,0.03272805094722799
refiero,0.03272805094722799
meritoria,0.03272805094722799
ésta,0.032722617207286336
casos,0.03272174105042524
idea,0.03265378821697136
iv,0.03264551993223032
interoperabilidad,0.03259936314132469
reales,0.03246703926628585
mucho,0.03245998681095955
visual,0.03245903828461767
recomendaciones,0.03243864914494176
bd,0.032401417452648115
levantamiento,0.03238154564191824
tengan,0.03229145925062219
irrelevantes,0.032153082459625906
novedoso,0.03214726908935432
ruido,0.03209304210454679
satisfactorios,0.03198325749933711
sustentada,0.03198325749933711
indexación,0.031897501440983925
confusión,0.03185771778446521
escritorio,0.03185748293887438
censuró,0.03185748293887438
definitiva,0.03185748293887438
conceptualmente,0.03185748293887438
varrel,0.03185748293887438
cuchilla,0.03185748293887438
multidimensional,0.03185748293887438
